,2020-07-15 00:00:00,2020-07-15 01:00:00,2020-07-15 02:00:00,2020-07-15 03:00:00,2020-07-15 04:00:00,2020-07-15 05:00:00,2020-07-15 06:00:00,2020-07-15 07:00:00,2020-07-15 08:00:00,2020-07-15 09:00:00,2020-07-15 10:00:00,2020-07-15 11:00:00,2020-07-15 12:00:00,2020-07-15 13:00:00,2020-07-15 14:00:00,2020-07-15 15:00:00,2020-07-15 16:00:00,2020-07-15 17:00:00,2020-07-15 18:00:00,2020-07-15 19:00:00,2020-07-15 20:00:00,2020-07-15 21:00:00,2020-07-15 22:00:00,2020-07-15 23:00:00,2020-07-16 00:00:00,2020-07-16 02:00:00,2020-07-16 04:00:00,2020-07-16 06:00:00,2020-07-16 08:00:00,2020-07-16 10:00:00,2020-07-16 12:00:00,2020-07-16 14:00:00,2020-07-16 16:00:00,2020-07-16 18:00:00,2020-07-16 20:00:00,2020-07-16 22:00:00
A1,175.00000000000017,174.99999999999994,175.0000000000419,175.0000000000423,170.93353896089423,4.92494066818462,154.319130767246,160.41079418304776,165.93901957576972,169.06882420390798,171.70343265492312,175.0000000000001,175.00000000000045,175.00000000000043,174.99999999999926,175.0000000000011,175.00000000000156,174.99999999999616,175.0000000000001,173.27663562843222,171.04030909448088,166.09966489104642,159.65534418983515,155.00736898002526,175.00000000000006,174.99999999999972,168.25889917796638,159.78885827261587,167.86745268456409,175.0000000000009,175.00000000000256,175.0000000000012,175.00000000000188,175.00000000000216,170.31233625997987,139.64161677502113
A2,77.25601974450052,61.997070492846376,92.91130222044646,91.22690139126203,62.08667252449163,14.416144075467415,100.9565308053646,101.92699823463295,110.98981350883922,102.2327787849471,94.02427785037995,101.57813074403346,99.38204016305075,92.7935124088178,87.66076411531286,84.23603941880074,84.41240496338115,87.53831613195464,90.11831526818591,80.00304778822418,89.05956415715882,97.27609135164933,93.31235869139053,92.6677424823593,88.88131774250675,63.32452201134518,97.39677459117479,99.01891923594957,92.95279641214559,101.22832757208725,88.09767819102278,79.01444714923967,81.59769607128658,85.55654358786143,87.36576923515287,66.51205614804292
A3,156.96072719753255,135.80932312563573,170.08869777951077,166.8968003476424,132.81056539882493,71.4664353616133,174.9999999999995,175.00000000000057,174.99999999999932,174.99999999999974,175.00000000000034,173.40551111620118,170.71189483064813,169.27438121774242,168.62556076230268,168.34344348300792,169.12919049690382,170.7129144021639,173.0833394187893,175.0000000000005,175.00000000000006,175.0000000000013,174.99999999999983,174.99999999999966,167.54419464371665,134.15379695186937,174.99999999999994,175.00000000000074,174.99999999999986,172.1036646663991,168.34004157514826,166.85175296824397,168.38456437270958,172.6300413748745,174.99999999999852,162.72930665378007
A4,110.78655916333629,93.40873678801553,122.91231376546621,120.38267634469189,91.59115599643813,50.04237084492975,128.71066753901846,128.27981728899508,129.42428303952053,127.46599217602642,125.66046864426436,125.55337092752673,123.1259669404507,120.81405081465965,119.36540467089809,118.51164474085847,119.13261404029902,120.90412121836948,123.1617679808319,122.87092405608311,124.79551041596554,126.83458341946579,126.7391995492746,127.08592933205101,120.18033266618984,92.41923309791723,127.35307479754674,127.79666530255336,125.8453858876557,124.5137240036269,119.23377965065286,116.41571596139987,118.04729523823318,121.96655604034908,124.55090243845075,114.5431234983561
A5,101.42972546643304,86.78442528573254,110.02903049744958,107.85856411861485,84.94307569077174,52.866983481149596,115.21093616550277,115.38522389360372,115.40544964288134,115.6510362456599,115.87187717122107,114.93709602090073,113.43581183592548,112.72593200614952,112.44192717865559,112.33854887432102,112.78431088903798,113.63606650551438,114.94630583602063,116.1574959796531,115.93482332605102,115.64167585350977,115.506814347513,115.37221574864333,108.79889576478905,85.8165849435768,114.17105101628701,115.41478644437223,115.76988780376212,114.19951672401558,112.27150300544398,111.5746838886646,112.40651238467512,114.76433662106754,115.940595756155,108.32455710526159
A6,58.74588194696525,54.38415539196154,56.86100597738747,54.955538469910636,50.51014128176901,35.88779333462413,46.17497420169313,40.08197480489417,23.933908502359035,32.81526696500197,41.37766821025343,25.24497484187795,21.821391911805826,27.023812558798348,32.17386962205012,35.96135713027139,37.562537414821584,37.19438760329886,39.36700207944617,58.32594014008213,48.34697223723661,41.60392028242212,51.861360127780024,56.38595387806699,54.78604385349008,48.8055597909308,53.39119633884204,44.34952572259022,45.811949475724404,22.66684434789942,30.941852504833328,39.26360567641226,39.48113629514975,44.23144029017972,51.122779005959636,73.94328890067669
A7,-84.55474971731616,-89.72064226115639,-59.94970375694132,-59.773169482859394,-85.08254842043583,-120.64235683810425,-55.96418915168529,-60.598156580885664,-43.31352538934383,-70.00397716894358,-94.66982604668023,-78.92551123854025,-85.045682814134,-102.53816493794356,-116.1039676070074,-125.1357623966434,-124.56979831859657,-116.1526229716674,-109.06639232002209,-133.35104362490534,-106.92754176903334,-79.52149678182653,-82.33339357189314,-78.54588655258279,-72.93663395261161,-86.45062547353027,-61.24900962986922,-67.50276807601554,-92.96091147269048,-80.01448930553919,-114.993765495611,-139.04512680289892,-132.05988990867633,-121.10698028897434,-110.5178527905673,-130.72910508526556
A8,65.11429907725706,50.38641147650073,79.91231376546612,77.40370553556888,48.902388059596,8.53964942387713,79.71083963208265,74.41407418293208,72.18226482755648,66.54796680047112,61.54170738903659,58.09480274402449,52.686137600685996,48.095003454766974,45.34332038606656,43.77141282480881,45.20305208191489,48.96051378752013,53.92397341803516,55.68220871215871,60.58907291578192,67.718599865956,72.39765747763074,76.46928831131659,72.69802897719332,47.90474188537615,80.5269876469239,74.07081740896821,64.73224697363202,55.704698525479024,44.9807743341155,39.51559131620005,43.01310187412167,51.69441802351747,60.72548743272563,60.87822987765429
A9,112.91278675566376,94.32410815517348,128.58869777951077,125.41968505536154,91.64925911461448,31.59582675635017,127.74769806990601,123.07512774972686,119.82762552908768,116.30377076444468,113.2358899079304,108.43185139375153,102.88055138877814,99.26067774732358,97.36485698168194,96.3957647585369,97.95878242273048,101.44533369026196,106.40912724125536,110.29730642765502,113.15489352402714,118.0371584549128,122.62382160940847,126.2006523982128,121.74725710998307,91.23709148880188,129.827549662535,123.21131192799437,116.12238805281844,105.83521316140899,96.85769434913742,92.83547295409686,96.15628392333497,104.96620370435915,113.52181408901043,111.03515771360466
A10,22.18819273333628,11.995152925796802,36.029030497449796,33.84124596142202,10.686766932877106,-22.366069466218754,30.095571403830647,21.40814976789187,15.390794115829761,8.81589064343814,3.090325210730353,-3.8762470243559224,-10.912726060330295,-15.903555736199307,-18.648687526526853,-20.11444900102716,-18.167764676363692,-13.612093116913917,-7.272191355547931,-2.4090026435695076,2.927544658850144,12.027424125965402,20.547756200781834,27.198177402996848,26.485691533687316,8.281188241913156,33.16980306040115,21.654302238155537,8.455858241668464,-7.114704199395374,-19.24176951530387,-24.924896464955903,-20.616547883997583,-9.412675219623623,3.6057794592019548,13.930940087016197
