gen_id,gen_type,time,Z_row_sum,Z_row_abs_sum,Z_row_norm,Z_k0,Z_k1,Z_k2,Z_k3
101_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
101_CT_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
101_STEAM_3,THERMAL,2020-07-15 00:00:00,0.006544133737946971,0.006544476527518587,0.0038857679328068687,0.0019152665598536345,-1.7139478580840972e-07,0.0029132459972012192,0.0017157925756779253
101_STEAM_4,THERMAL,2020-07-15 00:00:00,0.006544133737946971,0.006544476527518587,0.0038857679328068687,0.0019152665598536345,-1.7139478580840972e-07,0.0029132459972012192,0.0017157925756779253
102_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
102_CT_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
102_STEAM_3,THERMAL,2020-07-15 00:00:00,-0.0878185253175098,0.08782380607419951,0.052156826649829416,-0.025775473902591495,2.6403783448536444e-06,-0.039119930842872463,-0.022925760950390693
102_STEAM_4,THERMAL,2020-07-15 00:00:00,-0.0878185253175098,0.08782380607419951,0.052156826649829416,-0.025775473902591495,2.6403783448536444e-06,-0.039119930842872463,-0.022925760950390693
107_CC_1,THERMAL,2020-07-15 00:00:00,0.11801284630808878,0.11801445887772394,0.07008836421172626,0.03464041081012237,-8.062848175782733e-07,0.05256945171444016,0.030803790068343825
113_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_CT_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
113_CT_3,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
113_CT_4,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
115_STEAM_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
115_STEAM_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
115_STEAM_3,THERMAL,2020-07-15 00:00:00,0.13785556270212937,0.13785556270212937,0.08186913541767504,0.04047822905342047,6.733858548102489e-06,0.06140440775773648,0.03596619203242433
116_STEAM_1,THERMAL,2020-07-15 00:00:00,-0.3051232429798461,0.30527953866647733,0.1811844628841388,-0.08921748154705234,7.814784331561242e-05,-0.1357725228183,-0.0802113864578094
118_CC_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
122_WIND_1,WIND,2020-07-15 00:00:00,0.7919776002651249,1.0859138551030396,0.9450684713594296,0.9389457276840822,-3.635262668666428e-07,-0.09266165827100536,-0.05430610562168515
123_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_CT_4,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
123_CT_5,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
123_STEAM_2,THERMAL,2020-07-15 00:00:00,0.12652648720192083,0.12652648720192083,0.07514165517106763,0.03713985197081637,3.2412193077258067e-06,0.05635797671268428,0.033025417299112445
