gen_id,gen_type,time,Z_row_sum,Z_row_abs_sum,Z_row_norm,Z_k0,Z_k1,Z_k2,Z_k3
101_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_CT_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_STEAM_3,THERMAL,2020-07-15 00:00:00,-0.20762261845525118,0.20762261845525118,0.10381130933187584,-0.05190432823114749,-0.051903270664314355,-0.05190942275184218,-0.051905596807947145
101_STEAM_4,THERMAL,2020-07-15 00:00:00,-0.2076226184543218,0.2076226184543218,0.10381130933141117,-0.051904328230915675,-0.05190327066408287,-0.05190942275160837,-0.05190559680771489
102_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102_CT_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102_STEAM_3,THERMAL,2020-07-15 00:00:00,-0.20754527320164007,0.20754527320164007,0.10377263669491259,-0.051884730717606325,-0.05188357816329628,-0.05188874208004779,-0.05188822224068967
102_STEAM_4,THERMAL,2020-07-15 00:00:00,-0.20754527320426458,0.20754527320426458,0.10377263669622484,-0.051884730718262356,-0.05188357816395206,-0.05188874208070504,-0.05188822224134511
107_CC_1,THERMAL,2020-07-15 00:00:00,0.028695912943896746,0.028695912943896746,0.0143479564719603,0.0071739839295923424,0.0071739889044905025,0.00717396448078933,0.007173975629024572
113_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_CT_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_CT_3,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_CT_4,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_3,THERMAL,2020-07-15 00:00:00,0.05608204049228398,0.05608204049228398,0.028041020246142905,0.014020510722899338,0.0140205113314113,0.014020514109383875,0.014020504328589468
116_STEAM_1,THERMAL,2020-07-15 00:00:00,-0.16325541303520968,0.16325541303520968,0.08162770755404695,-0.04080995519625541,-0.04080667155746559,-0.040823923729989886,-0.040814862551498785
118_CC_1,THERMAL,2020-07-15 00:00:00,1.130540105975797e-12,1.130540105975797e-12,9.136468052927638e-13,1.156852391659413e-13,1.1601830607332886e-13,8.988365607365267e-13,0.0
122_WIND_1,WIND,2020-07-15 00:00:00,1.0,1.0,1.0,1.0,0.0,0.0,0.0
123_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_CT_4,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_CT_5,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_STEAM_2,THERMAL,2020-07-15 00:00:00,0.06408942255747084,0.06408942255747084,0.03204471127876699,0.016022368684174615,0.01602237904448095,0.01602231950856492,0.016022355320250353
