gen_id,gen_type,Z_row_sum_mean,Z_row_sum_std,Z_row_sum_min,Z_row_sum_max,Z_row_abs_sum_mean,Z_row_abs_sum_max,Z_row_norm_mean,Z_row_norm_max
101_CT_1,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_CT_2,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_STEAM_3,THERMAL,-0.007487122292843453,0.012924225342169455,-0.05770148787341514,0.0015734342242639664,0.007759858491307324,0.05770148787341514,0.004140460739292643,0.030003035994377637
101_STEAM_4,THERMAL,-0.007543265548940656,0.012909331518731748,-0.057701487872980226,0.0015734342242782599,0.007872744293983935,0.057701487872980226,0.004203124378750813,0.030003035996328194
102_CT_1,THERMAL,-1.6854577498780594e-10,1.0112746499268355e-09,-6.067647899561014e-09,0.0,1.4656134566432516e-09,5.2762084439157056e-08,8.904691532334382e-10,3.2056889516403776e-08
102_CT_2,THERMAL,-1.685457753733007e-10,1.011274652239804e-09,-6.067647913438825e-09,0.0,1.465613456257758e-09,5.276208442527929e-08,8.904691529526806e-10,3.20568895062965e-08
102_STEAM_3,THERMAL,-0.05972518481820467,0.10465948140296379,-0.43802309374387716,0.0,0.05972518481820467,0.43802309374387716,0.030745456349123377,0.2280750321804882
102_STEAM_4,THERMAL,-0.059412441381661844,0.10437756984488723,-0.43802309374387716,0.0,0.059412441381661844,0.43802309374387716,0.030586473337552315,0.2280750321804882
107_CC_1,THERMAL,3.12227672082388e-05,0.40640049059261857,-0.6528853176999343,2.010128339275411,0.1547439451806474,2.010128339275411,0.07925480819588736,1.0140734751547715
113_CT_1,THERMAL,-1.5683731769583536e-14,4.0642461201097453e-14,-1.376676550535194e-13,3.4482027199983803e-16,2.557809367374582e-14,4.241051954068098e-13,2.2231090170490392e-14,3.0391312482701904e-13
113_CT_2,THERMAL,-1.2402504672379255e-13,5.297349363889389e-13,-2.7008992525972703e-12,0.0,1.245063379783741e-13,2.7008992525972703e-12,6.336396227334712e-14,1.3730274847268031e-12
113_CT_3,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_CT_4,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_1,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_2,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_3,THERMAL,-0.055895640766446895,0.1369896042601622,-0.6867316742210043,4.1220057256135096e-08,0.10177042683966239,2.338223890416648,0.05474480563517543,1.2985455313267782
116_STEAM_1,THERMAL,-0.11820722330983648,0.26886199008981954,-1.159296507997851,0.0,0.13078052774189042,1.4949173816922734,0.07072464469573693,0.832717022630897
118_CC_1,THERMAL,-0.030103433158345183,0.07146988286012776,-0.23462380983287145,0.0,0.03010343318550737,0.23462380983287145,0.015051716646807453,0.1173119052688689
122_WIND_1,WIND,0.6666666666666666,0.47809144373375745,0.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
123_CT_1,THERMAL,-1.7640210280155265e-15,1.0584126168093157e-14,-6.350475700855895e-14,0.0,7.512509133296893e-15,2.7045032879868813e-13,5.4566273312894564e-15,1.9643858392642043e-13
123_CT_4,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_CT_5,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_STEAM_2,THERMAL,-0.047862861557066504,0.09946612601611102,-0.3641216647646613,1.564328591443362e-05,0.04786373586054628,0.3641216647646613,0.024486906483191115,0.20143842714205232
123_STEAM_3,THERMAL,-0.1392609032031546,0.41576441533387076,-2.331830278679785,0.0,0.1392609157074846,2.331830278679785,0.07070218738019468,1.1843990299277043
201_CT_1,THERMAL,-1.5955516119998092e-10,9.573309671998853e-10,-5.743985803199313e-09,0.0,1.6344071166627528e-10,5.88386561998591e-09,9.634862212491664e-11,3.468550396496999e-09
201_CT_2,THERMAL,-1.5956809940379222e-10,9.57408596422753e-10,-5.744451578536519e-09,0.0,1.634617583129325e-10,5.88462329926557e-09,9.63593381407302e-11,3.4689361730662873e-09
201_STEAM_3,THERMAL,-0.021636140951878352,0.13788729260424498,-0.48671162592496225,0.5866719148786403,0.054229046991309926,0.5866719148786403,0.02820028058041033,0.3232321919499465
