gen_id,gen_type,Z_row_sum_mean,Z_row_sum_std,Z_row_sum_min,Z_row_sum_max,Z_row_abs_sum_mean,Z_row_abs_sum_max,Z_row_norm_mean,Z_row_norm_max
101_CT_1,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_CT_2,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_STEAM_3,THERMAL,-0.003872168187033511,0.005728517681057462,-0.027560106362422863,0.0,0.0039080356603300205,0.027560106362422863,0.002125643481088882,0.017232377795498122
101_STEAM_4,THERMAL,-0.00386840963218013,0.005729228137989468,-0.027560106363760665,0.0,0.003904704546295169,0.027560106363760665,0.0021236603826984466,0.017232377796326696
102_CT_1,THERMAL,-0.00017484202855857136,0.0010490521713514638,-0.0062943130281087785,1.357428533427489e-16,0.00017484202855858454,0.0062943130281087785,8.742103182072152e-05,0.0031471571455458317
102_CT_2,THERMAL,-0.00017484202856733142,0.0010490521714040012,-0.006294313028424004,7.294767175961963e-17,0.000174842028567337,0.006294313028424004,8.742103182509761e-05,0.0031471571457034444
102_STEAM_3,THERMAL,-0.04342852481624982,0.07108692628019193,-0.23036617954487282,0.0,0.04342852481624982,0.23036617954487282,0.022146515628072364,0.12163774238822189
102_STEAM_4,THERMAL,-0.04361969952823394,0.07103938177608576,-0.2303661857789928,0.0,0.04361969952823394,0.2303661857789928,0.022242112328713155,0.12163774612214902
107_CC_1,THERMAL,-0.16350218632008579,0.24044745054730898,-1.0417361607430995,4.209383352447127e-08,0.16350219082121814,1.0417361607430995,0.08232998698217206,0.5263770895807683
113_CT_1,THERMAL,8.9741513866071e-15,4.880039358929984e-14,-1.888442415737009e-14,2.746596346956656e-13,1.3495783315234975e-14,2.746596346956656e-13,1.0441553695760674e-14,1.9602370450520742e-13
113_CT_2,THERMAL,4.700809324115877e-16,7.458524278427576e-16,0.0,4.027471445081478e-15,5.275165213264003e-16,6.035223016788147e-15,3.705047048703131e-16,3.6609995622957724e-15
113_CT_3,THERMAL,4.700809324115877e-16,7.458524278427576e-16,0.0,4.027471445081478e-15,5.275165213264003e-16,6.035223016788147e-15,3.705047048703131e-16,3.6609995622957724e-15
113_CT_4,THERMAL,4.700809324115877e-16,7.458524278427576e-16,0.0,4.027471445081478e-15,5.275165213264003e-16,6.035223016788147e-15,3.705047048703131e-16,3.6609995622957724e-15
115_STEAM_1,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_2,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_3,THERMAL,-0.058028866143100336,0.08649125458203767,-0.3100611057267355,0.0,0.058028866143100336,0.3100611057267355,0.029429462366766666,0.15517945256903162
116_STEAM_1,THERMAL,-0.11034894935370232,0.14466521554587636,-0.43064157765726513,0.0,0.11034894935370232,0.43064157765726513,0.05762495374954113,0.24513175976676835
118_CC_1,THERMAL,-0.09165729741237799,0.14045891607714267,-0.47605209613159194,4.2589318190269673e-16,0.09165729741237802,0.47605209613159194,0.045958315757165996,0.23866786531599246
122_WIND_1,WIND,0.6666666666666666,0.47809144373375745,0.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
123_CT_1,THERMAL,-2.4482468822637694e-15,1.507563640914001e-14,-8.128095804395766e-14,3.4477108214594765e-14,8.348629121585375e-15,2.0037689048262477e-13,6.142995648857083e-15,1.471187787528465e-13
123_CT_4,THERMAL,3.612201256185827e-16,4.1786452826897443e-16,0.0,1.252886591199642e-15,3.619608954680829e-16,1.252886591199642e-15,2.6527397900736774e-16,9.932575471606198e-16
123_CT_5,THERMAL,3.612201256185827e-16,4.1786452826897443e-16,0.0,1.252886591199642e-15,3.619608954680829e-16,1.252886591199642e-15,2.6527397900736774e-16,9.932575471606198e-16
123_STEAM_2,THERMAL,-0.05811181559062254,0.09833370330895436,-0.3977108064607833,0.0,0.0581118158240766,0.3977108064607833,0.029147561799120352,0.2006763979917811
123_STEAM_3,THERMAL,-0.19245186746054838,0.2777809065597508,-0.8910601891475416,0.0,0.19245186746054838,0.8910601891475416,0.09853525150904253,0.4662689925010009
201_CT_1,THERMAL,7.947013964255073e-05,0.006207169397919852,-0.020918667098106712,0.029615702835407914,0.0015658466845467952,0.029615702835407914,0.0007829428210936805,0.014808365989732111
