time,2020-07-15 00:00:00,2020-07-15 00:00:00,2020-07-15 00:00:00,2020-07-15 00:00:00,2020-07-15 01:00:00,2020-07-15 01:00:00,2020-07-15 01:00:00,2020-07-15 01:00:00,2020-07-15 02:00:00,2020-07-15 02:00:00,2020-07-15 02:00:00,2020-07-15 02:00:00,2020-07-15 03:00:00,2020-07-15 03:00:00,2020-07-15 03:00:00,2020-07-15 03:00:00,2020-07-15 04:00:00,2020-07-15 04:00:00,2020-07-15 04:00:00,2020-07-15 04:00:00,2020-07-15 05:00:00,2020-07-15 05:00:00,2020-07-15 05:00:00,2020-07-15 05:00:00,2020-07-15 06:00:00,2020-07-15 06:00:00,2020-07-15 06:00:00,2020-07-15 06:00:00,2020-07-15 07:00:00,2020-07-15 07:00:00,2020-07-15 07:00:00,2020-07-15 07:00:00,2020-07-15 08:00:00,2020-07-15 08:00:00,2020-07-15 08:00:00,2020-07-15 08:00:00,2020-07-15 09:00:00,2020-07-15 09:00:00,2020-07-15 09:00:00,2020-07-15 09:00:00,2020-07-15 10:00:00,2020-07-15 10:00:00,2020-07-15 10:00:00,2020-07-15 10:00:00,2020-07-15 11:00:00,2020-07-15 11:00:00,2020-07-15 11:00:00,2020-07-15 11:00:00
k,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3
101_CT_1,0.0008192407574147955,0.0,0.0016842650843377183,8.304974335581836e-05,0.0009928919458191447,0.0,0.0014167277732689274,0.0,0.0,0.0,0.001036602071607679,0.0,0.0,0.0009375621541276225,0.0009402359255660898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009823146203197751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009768246608753675,0.0,0.0,0.0006707397703633412,0.0019660026427677124,0.0,0.0,0.0,2.5696037261265988e-08,1.1098199351248657e-08,2.368829959670546e-08,2.45301274756378e-09,4.897033923064568e-11,5.689246185652484e-14,5.884941284418131e-12,-7.21841347250314e-13
101_CT_2,0.0,0.0,0.0,0.0,0.0,0.0009427649045542751,0.0,6.12787725307835e-05,0.0,0.0009397919978857092,0.0,4.4836646015722215e-05,0.001137138394411997,0.0,0.0,4.316511207255977e-05,0.0,0.0,0.0,0.0,0.0,0.0009211348996097798,0.0017871264999611638,0.0,0.0,0.0008679512613515309,0.0,0.0,0.0009991877908911175,0.0,0.0,0.00022243613616869926,0.0,0.0006254347002821909,0.0,0.0,0.0,0.0006069059360962584,0.0,0.0005880086276141073,0.0014624375226557798,0.0004385583764348549,0.0,0.0003899878497335599,0.0,5.724826034924697e-06,0.0,7.154004067793412e-06
101_STEAM_3,-2.4643221260034307e-07,-3.315335582749167e-08,-1.2921933780845057e-06,-1.3398298456453746e-08,-5.421957363887828e-07,-1.388887088842862e-07,-5.6844715690817e-07,-2.088057733221207e-08,-5.966022535922752e-07,-1.7153555102423914e-07,-4.0114759640620776e-07,-1.0597586123287305e-08,-5.803111657407978e-07,-1.7220208455991947e-07,-4.7611427154908834e-07,-1.1082981853738331e-08,-4.7243896400037864e-07,-1.8052018841917458e-07,-8.592590139687795e-07,-1.657236683854907e-08,-4.96708734818856e-07,-7.378278280309953e-08,-6.930497116693126e-07,-2.7702915532633732e-08,-4.6248045264654437e-07,-2.7806860858349694e-07,-8.600289733148826e-07,-9.683007650678007e-09,6.920980139180314e-08,-4.7755886332476755e-08,5.4643300956544737e-08,1.867756284292068e-08,3.19096438757491e-08,3.8069050769692524e-08,3.168789060179162e-08,6.557015410302064e-09,-8.015860085966307e-21,4.1238090045014225e-21,1.8845320560978995e-20,2.7363313281489163e-21,6.726036689492572e-08,2.9047417419789237e-08,6.199555278216625e-08,6.416561872514933e-09,4.732024520656415e-11,7.198870261278356e-14,5.698160748007068e-12,-6.871347308327412e-13
101_STEAM_4,0.0,0.0009443969481403753,0.0,0.0,0.0,0.0,0.0,0.0,0.0011079500927881458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010921341131658662,0.0009286367168404795,0.0012540459037066526,6.0224628786713586e-05,0.000951800127342607,0.0,0.0,6.228418093472325e-05,0.0,0.0,0.001377895159353076,6.71163793152868e-05,0.0,0.0007406425692720402,0.0009230587918751339,0.0,0.0,0.0,0.0009175626495124067,0.0,0.0,0.0,0.0015235687301877704,0.0,0.0,0.0,0.0012519904744067037,0.0,-0.0006890655259074258,0.0,-5.136804944776378e-05,0.0
102_CT_1,0.0,0.0,0.0,0.0010433710658483094,0.06769276156193035,0.0,0.0,0.00024671905090346765,0.07037537157738726,0.0,-0.00519233724046215,-0.0004606346011375041,0.0,0.0,-0.007839970968290949,0.0,0.0,0.0,0.0,0.0,0.06244745794791045,0.046870079458078924,0.0,0.0,0.0,0.04405205440149023,0.019063706608389464,0.0,0.0,0.0,0.0,0.0,0.04487521561000305,0.0,0.04209939623891366,0.0,0.05970792837068994,0.0,0.0,0.018284517365517054,0.004533008041047908,0.0,0.004264686463653204,0.0005536971251004715,-8.159114891646974e-12,-2.2814949735327224e-12,-6.355198970421663e-12,-2.483347488481643e-12
102_CT_2,0.06170445614499824,0.046899139906922495,0.027285387619231476,0.0,0.0,0.04788102459842286,0.011808679251132001,0.0,0.0,0.048380595107792496,0.0,0.0,0.07031977186326734,0.04849897080549067,0.0,-0.000592529622433075,0.06887279946086172,0.04802207533217014,0.0029483300260015654,-0.00020085461731789297,0.0,0.0,0.03149585413433107,0.001238539407413649,0.06016322379490019,0.0,0.0,0.0016509538162563363,0.052681494576376504,0.039596536862101045,0.03913329051536189,0.01138652182931579,0.0,0.028743702305933427,0.0,0.030823772102521237,0.0,0.018019665622980022,0.04457049862207987,0.0,0.0,0.00124896860122172,0.0,0.0,-8.159114891646964e-12,-2.281494973532724e-12,-6.3551989704216535e-12,-2.4833474884816454e-12
102_STEAM_3,-1.5738472677155318e-21,7.974230031179016e-22,-4.376403820663751e-21,-3.958909101697339e-21,-3.971183636872444e-21,2.9014801427287933e-21,-5.342244518284026e-21,-1.0883963905129315e-20,-8.109592120438386e-21,6.147532552581491e-21,-1.0004143297326451e-20,-1.549044419463796e-20,-8.70235164304817e-21,5.6074268962679985e-21,-1.6871006042015872e-20,-1.8551444311380927e-20,-7.462816083915582e-21,7.20942854582709e-21,3.431439396044909e-21,-1.935990175266334e-20,-3.3225986876985047e-21,2.0525453893988217e-21,1.1499958737960619e-20,-2.652835001973419e-21,-1.0253984492597733e-21,3.8145677554919507e-22,5.552410751400948e-21,5.0370312984571335e-21,-2.142308156598818e-22,-8.431375081206257e-23,-1.1611472841999813e-21,1.398145412019259e-21,-2.9088090000686703e-23,-2.2434387704368197e-23,-4.0242759910239793e-23,3.88810825607836e-23,-7.800040221102766e-24,-8.199446950727338e-25,9.902644678207154e-24,-7.98958500244868e-25,-3.1844899412305962e-24,-3.1815729935091738e-24,1.7168721889905676e-24,-7.755582493333433e-24,-8.992955428183827e-12,-2.119480284314115e-12,-6.060998073928415e-12,-2.2968942347727855e-12
102_STEAM_4,-1.573847267691833e-21,7.974230031204393e-22,-4.376403820585717e-21,-3.95890910169081e-21,-3.971183637033157e-21,2.901480142684911e-21,-5.3422445182011416e-21,-1.0883963905096215e-20,-8.109592120187857e-21,6.147532552357605e-21,-1.00041432970896e-20,-1.549044419464265e-20,-8.702351642852582e-21,5.6074268963928845e-21,-1.687100604168121e-20,-1.85514443112788e-20,-7.462816084187202e-21,7.209428546135038e-21,3.431439396108358e-21,-1.9359901752707243e-20,-3.3225986876891218e-21,2.052545389461979e-21,1.1499958738000316e-20,-2.6528350019439718e-21,-1.0253984492503867e-21,3.8145677555899883e-22,5.552410751318345e-21,5.037031298458303e-21,-2.1423081565858705e-22,-8.431375081100572e-23,-1.161147284196678e-21,1.398145412017479e-21,-2.908809000068248e-23,-2.2434387704323313e-23,-4.024275991022966e-23,3.888108256091544e-23,-7.800040221070089e-24,-8.199446950668939e-25,9.902644678207395e-24,-7.989585002632358e-25,-3.184489941227774e-24,-3.1815729935081434e-24,1.7168721890070972e-24,-7.755582493334747e-24,-8.992955428183841e-12,-2.119480284314117e-12,-6.060998073928415e-12,-2.2968942347727907e-12
107_CC_1,-0.05862776634862312,-0.0014747865064388371,0.0750902387783189,-0.014106626905184012,-0.03351141931602931,0.008803699090818112,0.058034519852422105,-0.004599677340789979,-0.020557997202594464,0.007203857812462962,0.025368413254391008,-0.0044045516200873925,-0.022509915305575168,0.006838931635033628,0.021084954190017734,-0.0072588559714318445,-0.02653944581899663,0.008565310150770111,0.025826266007283237,-0.01078438228827996,-0.022590499091133035,0.009790521784548575,-0.01330610799488591,-0.022198350558543956,-0.009837515281911659,0.005727366069591128,-0.08494478096352631,-0.02029624058406765,0.0014934850149354959,0.0033770821871369444,-0.0839820117342389,-0.018411851836424565,0.015681935789568304,0.0006017114145360553,-0.07249393862350097,-0.00867573158334663,2.4971855770540673e-09,-2.568043476315772e-10,-2.7935761279244054e-09,-5.146692210265286e-11,8.787231435463193e-11,-6.770316101969792e-12,-7.901389164345565e-11,-8.482939969557075e-13,2.297798147861769e-11,9.274192826371557e-13,1.2750932347741138e-12,-1.5263378372598514e-12
