gen_id,gen_type,Z_row_sum_mean,Z_row_sum_std,Z_row_sum_min,Z_row_sum_max,Z_row_abs_sum_mean,Z_row_abs_sum_max,Z_row_norm_mean,Z_row_norm_max
101_CT_1,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_CT_2,THERMAL,1.0192931449173484e-17,6.115758869504092e-17,0.0,3.6694553217024544e-16,1.0192931449173484e-17,3.6694553217024544e-16,5.832319809892229e-18,2.0996351315612024e-16
101_STEAM_3,THERMAL,-0.06020755881177153,0.07113988553729218,-0.2265336915029153,0.0,0.06020755881177153,0.2265336915029153,0.03010377964451684,0.11326684590895456
101_STEAM_4,THERMAL,-0.060036747664743983,0.0709914293119084,-0.22653369150297464,0.0,0.060036747664743983,0.22653369150297464,0.030018374071057525,0.11326684590898424
102_CT_1,THERMAL,-0.0002845949516593166,0.0017075697099558993,-0.010245418259735397,0.0,0.0002845949516593166,0.010245418259735397,0.00014229747583339476,0.005122709130002212
102_CT_2,THERMAL,-0.00028459495165930544,0.0017075697099559015,-0.010245418259735397,4.008234174783253e-16,0.0002845949516593277,0.010245418259735397,0.00014229747583340075,0.005122709130002212
102_STEAM_3,THERMAL,-0.04968541490753821,0.08270779200195752,-0.2534084544690641,0.0,0.04968541490753821,0.2534084544690641,0.024842707915413154,0.12670424283371892
102_STEAM_4,THERMAL,-0.04967566833076136,0.08271139740987561,-0.25340781489257125,0.0,0.04967566833076136,0.25340781489257125,0.02483783461329848,0.1267039225480286
107_CC_1,THERMAL,-0.037992551810114315,0.14839161204315568,-0.856552775570959,7.439162931182421e-08,0.03799255657536739,0.856552775570959,0.018996278451835758,0.4282763936226242
113_CT_1,THERMAL,-4.052227766935084e-15,6.664473773932114e-15,-2.8377582188715507e-14,0.0,5.374873448886414e-15,4.9151965910318604e-14,3.975536434135932e-15,3.324164015360074e-14
113_CT_2,THERMAL,1.4861896949805347e-15,2.5009030870437784e-15,0.0,1.3517513078952682e-14,1.6793942828028063e-15,2.0255667263437188e-14,1.1861186444080396e-15,1.2287403161063613e-14
113_CT_3,THERMAL,1.4861896949805347e-15,2.5009030870437784e-15,0.0,1.3517513078952682e-14,1.6793942828028063e-15,2.0255667263437188e-14,1.1861186444080396e-15,1.2287403161063613e-14
113_CT_4,THERMAL,1.4861896949805347e-15,2.5009030870437784e-15,0.0,1.3517513078952682e-14,1.6793942828028063e-15,2.0255667263437188e-14,1.1861186444080396e-15,1.2287403161063613e-14
