,2020-07-15 00:00:00,2020-07-15 01:00:00,2020-07-15 02:00:00,2020-07-15 03:00:00,2020-07-15 04:00:00,2020-07-15 05:00:00,2020-07-15 06:00:00,2020-07-15 07:00:00,2020-07-15 08:00:00,2020-07-15 09:00:00,2020-07-15 10:00:00,2020-07-15 11:00:00,2020-07-15 12:00:00,2020-07-15 13:00:00,2020-07-15 14:00:00,2020-07-15 15:00:00,2020-07-15 16:00:00,2020-07-15 17:00:00,2020-07-15 18:00:00,2020-07-15 19:00:00,2020-07-15 20:00:00,2020-07-15 21:00:00,2020-07-15 22:00:00,2020-07-15 23:00:00,2020-07-16 00:00:00,2020-07-16 02:00:00,2020-07-16 04:00:00,2020-07-16 06:00:00,2020-07-16 08:00:00,2020-07-16 10:00:00,2020-07-16 12:00:00,2020-07-16 14:00:00,2020-07-16 16:00:00,2020-07-16 18:00:00,2020-07-16 20:00:00,2020-07-16 22:00:00
101_CT_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.071859000999198e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_CT_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5065354609231046e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_STEAM_3,33.438816611167525,30.581800289366523,30.024777675040642,30.000000166846284,30.463143315035943,31.602749632532756,32.92520272286643,37.772071217546355,41.0490745833262,41.28361039775265,40.11106115261711,38.369571713357956,49.527917841495515,50.93586740180271,51.469295363637656,51.841866251357516,50.93509606269388,50.52240010636456,46.71607414218211,39.5009493883322,47.5079246820964,41.4258017629629,36.67769225222589,35.32758715049288,35.64184930401561,30.0,34.53975134642252,45.546490542091824,38.318897471179405,67.60217637949178,30.0,56.05845236744686,76.0,30.0,30.0,0.0
101_STEAM_4,30.39506012120635,30.604148765236655,30.019558127824354,30.018735020454734,30.435610621393366,30.935264122916486,31.5277626625712,31.9953469239314,33.94049585052724,42.24363150460032,48.898503046412856,55.24065275016967,48.26079823546263,50.54099651507792,51.58379921492138,51.89533671235779,50.483452797407736,50.54046749533282,47.65678027313887,50.4579567218686,37.92847634639494,42.1192574957087,33.86029360101876,36.077928495981986,30.0,30.000003323669404,30.0,30.0,48.13020328822783,30.0,75.65378505185085,53.52523610447401,30.83452903279573,69.83286969900448,60.427328587067166,75.9999849787758
102_CT_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102_CT_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102_STEAM_3,52.90319631078361,52.999645583330036,67.95962702970175,65.83726309785432,52.99988853367819,63.30561322360277,53.000019778063034,53.000260468640846,70.91715842034388,67.40594897771936,69.3188681013784,69.18798571744168,68.98862733888328,69.68939917755333,68.98052956097519,67.91227313128675,67.28880166257855,68.58888818953784,65.83102327790883,75.99942053127259,74.1120252085628,73.2997502528036,53.00021834592142,69.82143677249593,30.0,30.000002104582087,30.000408010287806,76.0,75.99999229572194,76.0,75.99999377464752,75.9999955819774,76.0,75.99999434502453,75.9999927715225,75.99999244020592
102_STEAM_4,52.902296222573696,52.99964012315811,67.21319085459128,66.90014226454258,52.999891034304724,65.12458870853405,53.00001984392284,53.00029135618162,71.37236016646042,68.82686605054056,69.28292954020209,69.27169173229629,68.95628124190557,69.67853310950093,69.33614867428537,68.22860932885541,67.39377980240101,68.58887118617369,66.23703038263496,75.9994340388164,74.11392137443354,73.57052447425248,53.00022120784675,69.95001853995251,30.00032542246157,30.0,30.0,75.99997468137951,76.0,75.99999448865827,76.0,76.0,75.99999435579969,76.0,76.0,76.0
107_CC_1,170.00001462609367,170.00001162902464,203.35382758092913,170.00000596151054,170.0000474191754,170.0001221243237,170.00001905279262,262.4984988647973,354.99934167939136,298.94405466320575,323.42530137439684,325.82184784476146,318.15687805133103,320.4451265514482,324.4388818322707,304.414253017452,322.0178533723656,333.6402757941057,307.16744380181234,354.999924603091,262.49999995141883,354.9999357902732,262.5001282335888,262.5011776816733,170.00000769291822,170.00000160109641,170.00000828703315,170.00001119746238,354.9999427070194,354.9999795588763,354.99997963811484,354.9999907254193,354.9999822660133,354.9999794907283,354.9999467383075,0.0
113_CT_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.33747535167882,48.475715607521934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_CT_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_CT_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.44554233338535,48.2610610309639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_CT_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_3,80.99482884405266,62.00000738085445,62.00017017821444,62.00000380844951,108.49999998510934,96.26511465560421,108.49950285458542,154.99995594799535,154.99997340175275,139.12756929058185,143.04877417454992,143.8478541831997,142.8211504195672,144.0175284668714,141.05981692383097,139.65579677396414,138.0448217836509,138.14735743935677,133.41141804717375,154.99996663489924,154.99993170006434,108.50777660129984,132.27517505646315,108.50021756703973,62.000015194654004,62.00000184845309,62.0000166140628,154.9992786522487,154.99998863603,154.99999267322585,154.99999165789637,154.99999470073334,154.99999254652823,154.99999098357188,154.99998978583346,154.99998884878036
116_STEAM_1,108.01710842812736,103.42635659386843,91.60083829578784,108.49957405372207,108.49930127420706,108.49988806901926,108.49998996516112,112.85724550862935,154.9999798911968,139.75090191788877,142.91409646698435,143.7901500026295,142.11489015293387,144.48507293119633,142.56470295545185,139.218482847337,137.802141308142,139.2946842970284,133.13377741122196,154.99972376758467,154.99960310037267,154.9998724074498,108.50000015034816,108.50024491689032,62.00002637424292,62.000001967314276,62.00002930096149,154.99995771140982,154.9999911524593,154.99999388293048,154.99999302560437,154.99999530605265,154.99999371818416,154.9999927317784,154.99999176615376,154.99999134269518
118_CC_1,170.0000069406191,170.00000599172924,170.00000319269876,170.00000301036368,170.00000660951713,170.00002680474725,192.74034010745822,272.44434759586744,354.99987321669664,335.02614200415917,337.42846348222974,338.40704095730723,337.83488184932844,338.3154504248989,336.890208586066,325.2973419032947,321.94680135569945,323.04550940553656,307.1913122478019,354.99994066279066,354.9998073830228,262.5092489895408,354.99996150094296,262.5000000006219,170.00000721720838,170.00000159212098,170.00000782126523,170.0000139128942,354.99996377455363,354.99998541910173,354.9999845794447,354.99999214024433,354.9999865069397,354.999979095459,354.9999724592555,354.9999591944851
122_WIND_1,523.3644324035945,490.1272773365935,357.03258424817335,374.6095059377797,409.17244142118454,393.8700199312703,378.92116730598264,354.8115802674822,302.96358927217943,222.12644615641503,208.04945048200992,221.73217417539826,245.16474498187526,267.5063132219391,298.6573138933511,340.33132819061495,376.40829040701277,391.652430748054,390.12228022144575,370.5920654039341,390.74953315739185,404.775782044666,390.09765284927727,498.5765036562675,478.8432439580875,447.04136966132285,410.43227879530104,339.4709911583885,214.1119673240706,167.12508234786807,203.04313497179433,270.3037322858904,257.22196041895006,208.42853384133917,187.52051360843288,207.89792466543886
123_CT_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6894438240522457e-11,2.6894438240522457e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_CT_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.60754885811289,49.56382774070991,48.62839355741188,48.123866839527864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_CT_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.562526537679204,48.62998904631857,48.13473471152656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_STEAM_2,62.000011585789515,62.0000104907794,62.00000728025899,62.0000033585611,62.00001654782238,108.49993747979205,72.14269157530465,108.50023189037773,154.99996054259628,137.78024039418335,143.68588223262893,143.49591253571583,141.9599203770881,143.47461988592653,143.21305702037182,139.69144713979838,137.4707562037212,141.63219827017866,133.75031968895155,154.99995867673954,154.9991076858728,154.99594235156596,108.50024261140544,108.50047088081256,62.00001286706262,62.00000178968502,62.000013913976055,62.00004256218204,154.99998483442778,154.99999069300742,154.99998955038393,154.9999938455905,154.99999072910228,154.9999895827017,154.99998631360734,154.99998406088605
123_STEAM_3,225.6789837852054,227.49864354111503,210.70974521262417,244.99979699768272,241.92056753265462,244.99924227371307,244.9999602810608,349.999343542097,349.99997673590735,326.4474694267892,332.0543018291811,332.70007447041576,331.5202069593107,335.2075243461538,332.78662732407753,318.10713177382513,312.9900097788916,325.1470481283186,292.2646516394051,349.999600714739,349.99932669107534,349.9973150097039,245.0002376245202,245.00046845368195,140.00002599552397,140.00000193883898,140.0000291323296,349.9999299147767,349.99999015075,349.9999932393513,349.9999922641092,349.9999949079665,349.9999930819307,349.99999242966976,349.9999907830793,349.99999004978747
201_CT_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.151010921076223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201_CT_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.613100783106656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201_STEAM_3,30.00029246979028,30.000011235150616,30.000011518400406,30.00001179764914,30.00021549686465,52.9999953836289,33.90136591414022,53.00004439840028,53.00000001284863,64.42245852028645,68.84447775972136,68.82650835774001,68.61721882372883,69.1708443799575,67.76168551935503,67.02663601564237,67.31711463384292,69.59766416562826,65.88519035803863,53.00070316717925,53.001177187657014,75.99992855521174,53.0000781524265,53.00225860607728,30.000012597981197,30.000001770945573,30.000013402605052,30.00002342201803,75.99998008444214,75.9999879577476,75.9999868323564,75.99999286873754,75.99998839896618,75.99998892887018,75.99998059665423,75.99997512528768
202_CT_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.73764084229495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202_CT_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.515761756545253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202_STEAM_3,30.0,30.0,30.000022595305488,30.0,53.00000058437309,51.87185422508011,51.74341340509183,53.000063450863955,53.00007221832636,66.67409675380532,68.76207407665048,68.6303709146465,68.09252653451279,68.7304896675162,68.922843928632,67.7552647773743,67.41629811180209,69.56206805565313,65.97295435280886,53.00064012624276,53.00110601701204,75.9999479316728,53.00008171488848,53.002635914871725,30.0,30.0,30.000017131749985,30.00003669602414,75.99998449794828,76.0,76.0,76.0,75.99999009410476,76.0,75.99998505324368,75.99998230826458
202_STEAM_4,30.000021248338406,30.000022600641117,30.0,30.000026046325594,52.999999211732636,51.849941522641515,51.73952618517579,53.00006286603642,53.000000017339545,68.43886179301288,68.76007269136892,68.62642664150314,68.0925265345127,68.73046636397973,68.91869656340984,67.75522412046033,67.41632995520865,69.56196635706677,65.97194288094745,52.99999996826814,53.00111968954901,75.99997947689349,53.000080715028915,53.0026417363311,30.00001586715586,30.000001831857084,30.0,30.0,76.0,75.99998996156762,75.99998880954382,75.99999350651848,76.0,75.99999048128154,76.0,76.0
207_CT_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207_CT_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212_CSP_1,115.00015014270654,115.0000322171902,115.00000826288444,115.00000032511727,115.0000758376467,115.00011661798345,115.00006077160938,115.00012636151635,115.00009513774792,186.5640448984089,178.4761630419499,183.18455555950248,181.32351392272753,178.1109046809823,180.0892424174776,171.60675636422735,175.3495940729155,185.79703141852994,170.3974009869471,115.0004287890786,115.00053479747213,199.9999888953084,115.00009095500975,199.99799025530473,199.9999975329692,196.03287964862906,199.99999764354283,199.99999798208995,199.9999982411,199.9999983195992,199.9999982716599,199.99999835404395,199.99999833560443,199.99999837470347,199.99999803155563,199.9999980996694
213_CC_3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.83108304478324,323.2025013703165,336.7669972142098,336.50547627411015,335.939779421548,338.37369703236874,336.5327690977464,321.46953289091107,317.838032437114,340.05839332928497,307.2196807261946,262.5003379095143,248.39971661991612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.2159915476508,354.9999130106517,354.9999825029058,354.9999206096571,354.9999448015792,0.0,0.0
213_CT_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.978152331147186,48.85207507138263,48.44233523195799,46.38198014683257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213_CT_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215_CT_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215_CT_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216_STEAM_1,108.49974859695267,104.25450135886662,108.4987166102126,108.4998756670935,108.49961066644018,108.49983826526926,108.49998822421063,108.50009623616126,108.50010618850466,141.37388726863645,142.32913185820877,143.22440413375307,141.33747040760886,144.33333851343144,143.2385483743111,138.68329263883078,136.48134245800492,144.50178353928783,133.11792444846924,108.5000000225466,108.49999998493081,154.99996827171302,108.50009945388737,108.50212683550069,62.000053726343886,62.000002038356754,62.00006011840987,154.9999485755872,154.99999098980464,154.99999345659882,154.99999258833748,154.99999503725965,154.99999332499277,154.99999337336075,154.99999117875353,154.99999067792643
218_CC_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.39999998420683,331.48606152970353,335.90903972095373,337.70623560002207,325.3939460386164,321.8887248788806,338.1960016839052,303.4682207210161,354.9959290976287,248.39995654756066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.99999001245556,354.9999889068067,354.9999934824772,354.9999901600635,0.0,0.0,0.0
221_CC_1,170.0000150345421,170.00001305729396,170.0000090286119,170.0000075599682,170.00001864930985,170.00005151430935,170.00001392694298,175.06069906450327,200.556217116367,334.7847059348479,337.27741063606913,336.34109949857486,331.82939643276774,339.96686447215717,335.0423170207923,323.4723680872239,318.04171678233956,335.17613806415596,305.5851905084113,262.8930441869247,262.4999999657329,297.3170624988361,262.50005857035904,262.5010469272447,170.00000670163044,170.00000154632826,170.00000718350773,170.00000866079077,188.0375534220974,354.99995883014674,354.9999676318969,354.9999881008525,354.99997156657446,354.99996916658813,312.4276083290032,0.0
223_CT_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223_CT_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223_CT_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223_STEAM_1,151.64027256133636,108.49954547716393,108.4998419381867,108.49989810392714,108.50002516121286,108.49996756773689,108.4999997319372,108.50006081287187,108.5000615471161,141.05179047930994,142.6140317218995,143.1002888942615,142.4253686400979,144.41207031279484,143.1747293260296,138.86140364881345,137.8741436593947,145.85657224219125,133.01100329032812,108.50026622993259,108.50023032142684,143.94819189013157,108.50006248868544,110.92639814863561,119.9126355560781,62.000002119990754,62.0,154.99996224849605,155.0,155.0,154.99999276686185,154.99999507094697,154.99999348932425,154.99999396267674,155.0,155.0
223_STEAM_2,151.60858423722235,108.49954971522865,108.49984282964246,108.49989807150428,108.50002506496563,108.49996774167036,108.49999974240468,108.50006088771607,108.50005914705802,142.6088030326047,142.61621113418312,143.10195037324183,142.42529801879317,144.05875042390682,143.1745690770025,138.86140195957597,137.87416338536605,145.85655538568,133.01931491217147,108.50026426789071,108.50023307352018,143.8964720811137,108.50006433091892,110.9314512478019,155.0,62.0,72.97939450009852,155.0,154.9999915265655,154.99999363497534,155.0,155.0,155.0,155.0,154.99999150572575,154.9999910434791
