gen_id,gen_type,time,Z_row_sum,Z_row_abs_sum,Z_row_norm,Z_k0,Z_k1,Z_k2,Z_k3
101_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_CT_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_STEAM_3,THERMAL,2020-07-15 00:00:00,0.006783008576629612,0.017567171110082377,0.010033648105054336,0.004415632782238653,0.007759457061117341,-0.004489060063216816,-0.0009030212035095663
101_STEAM_4,THERMAL,2020-07-15 00:00:00,-0.015123953187343851,0.01951575642348599,0.011474454953549493,-0.006275446557972795,-0.00916022737094839,0.00219590161807107,-0.0018841808764937368
102_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102_CT_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102_STEAM_3,THERMAL,2020-07-15 00:00:00,-0.23033729818837195,0.23033729818837195,0.12162724706539839,-0.04310720030695844,-0.035797247917944364,-0.06603242973506163,-0.08540042022840753
102_STEAM_4,THERMAL,2020-07-15 00:00:00,-0.23024495792639127,0.23024495792639127,0.12158332864406284,-0.04309482285404754,-0.03579172363571638,-0.06594241440332516,-0.0854159970333022
107_CC_1,THERMAL,2020-07-15 00:00:00,2.3946896177801297e-08,4.5261799975048885e-08,2.8024522944559078e-08,2.533622541392224e-08,9.26812266250285e-09,-4.711948083261131e-09,-5.9455038153626644e-09
113_CT_1,THERMAL,2020-07-15 00:00:00,1.38253462726711e-10,1.38253462726711e-10,8.150566159067232e-11,5.93946998974953e-11,4.11744112055314e-11,3.7684351623684324e-11,0.0
113_CT_2,THERMAL,2020-07-15 00:00:00,-1.7079581642474063e-10,1.7079581642474063e-10,8.776205134077519e-11,-5.93946998974953e-11,-4.11744112055314e-11,-3.7684351623684324e-11,-3.2542353698029614e-11
113_CT_3,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_CT_4,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_3,THERMAL,2020-07-15 00:00:00,-9.180266219255646e-08,1.3333940978954946e-07,9.297115204012618e-08,1.8859540706905875e-08,-2.5075022003218095e-08,1.9088330915906226e-09,-8.749601398783486e-08
116_STEAM_1,THERMAL,2020-07-15 00:00:00,-0.43064865940498664,0.43064865940498664,0.244126546801793,-0.053461709394661494,-0.06549197932902344,-0.11183873762200534,-0.1998562330592964
118_CC_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122_WIND_1,WIND,2020-07-15 00:00:00,1.0,1.0,1.0,1.0,0.0,0.0,0.0
123_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_CT_4,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_CT_5,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
