gen_id,gen_type,Z_row_sum_mean,Z_row_sum_std,Z_row_sum_min,Z_row_sum_max,Z_row_abs_sum_mean,Z_row_abs_sum_max,Z_row_norm_mean,Z_row_norm_max
101_CT_1,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_CT_2,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_STEAM_3,THERMAL,0.015751497544214423,0.12570039416602485,-0.22031312488567456,0.5388701804662052,0.09077979507198614,0.8022548764885402,0.06615362911102422,0.6282983013889692
101_STEAM_4,THERMAL,-0.02622041304022932,0.1267451525988958,-0.5501054786449047,0.20190312576850003,0.08995466359187114,0.8079811708519253,0.06638248221976074,0.6307005868151796
102_CT_1,THERMAL,-0.0009436297700843384,0.0056617786205060295,-0.03397067172303618,0.0,0.0009436297700843384,0.03397067172303618,0.0004718591701116497,0.01698693012401939
102_CT_2,THERMAL,-0.0009195914075712951,0.005517548445427771,-0.03310529067256662,0.0,0.0009195914075712951,0.03310529067256662,0.000459815624834182,0.01655336249403055
102_STEAM_3,THERMAL,-0.059498393947241796,0.07589440617557602,-0.23033729818837195,0.05134891430339558,0.06606389507928541,0.23033729818837195,0.03433371966751941,0.12387576473193666
102_STEAM_4,THERMAL,-0.06598457896255754,0.07618216812569398,-0.23024495792639127,0.0,0.06598457896255754,0.23024495792639127,0.035017004494679156,0.1489359855917683
107_CC_1,THERMAL,-0.09790390189845394,0.15515886502559897,-0.5985095510558491,3.430063588248982e-07,0.09790394950492697,0.5985095510558491,0.04992600088092774,0.2992547899384437
113_CT_1,THERMAL,8.344848640909307e-10,4.84083406978011e-09,-4.4615562384085065e-11,2.9066094593513416e-08,1.04747966636892e-09,3.575098058683378e-08,9.35007756010197e-10,3.216988993157112e-08
113_CT_2,THERMAL,-2.488771173584456e-11,1.1368537567361608e-10,-2.3968043700154963e-10,3.5852921695894517e-10,8.791615691144471e-11,4.6127597393079305e-10,5.988145835547445e-11,3.7513354386240937e-10
113_CT_3,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_CT_4,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_1,THERMAL,-3.190726054920991e-19,1.7388926535191413e-18,-1.0408340855860843e-17,0.0,3.190726054920991e-19,1.0408340855860843e-17,3.190726054920991e-19,1.0408340855860843e-17
115_STEAM_2,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_3,THERMAL,-0.04637421765370858,0.06820010990087501,-0.24608304329598796,2.9130725698210357e-08,0.04637422915390748,0.24608304329598796,0.02351058519961034,0.12310133538174682
116_STEAM_1,THERMAL,-0.10156824674150874,0.1392646819758255,-0.43064865940498664,0.0,0.10156824674150874,0.43064865940498664,0.05317739958740644,0.24492671456629816
118_CC_1,THERMAL,-0.06671570607118431,0.1476086001725703,-0.7136848854325447,8.556515074926128e-18,0.06671570607118431,0.7136848854325447,0.03454912327723326,0.35684267939663045
122_WIND_1,WIND,0.6666666666666666,0.47809144373375745,0.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
123_CT_1,THERMAL,-4.8711913204887395e-15,2.624128759212439e-14,-1.5513838044073358e-13,4.291705879566621e-15,7.43511261798246e-15,1.5513838044073358e-13,6.31720164844161e-15,1.5513838044073358e-13
123_CT_4,THERMAL,-0.007597941982828028,0.025906779546534666,-0.11163539134330705,1.8156028792669306e-11,0.007597941984268244,0.11163539134330705,0.0037989711072795415,0.05581769909677918
123_CT_5,THERMAL,-0.01932697354223652,0.04074068009833053,-0.13366738677623546,0.0,0.01932697354223652,0.13366738677623546,0.009663524453682685,0.06683503320746868
123_STEAM_2,THERMAL,-0.05732527942533964,0.09091613471749596,-0.39795548623903826,0.0,0.0573252843233987,0.39795548623903826,0.028876830083439702,0.20084557242396048
123_STEAM_3,THERMAL,-0.1466758531889837,0.25832189475766376,-0.8905778913647243,0.0,0.1466758531889837,0.8905778913647243,0.07566335717599124,0.4660378791168081
201_CT_1,THERMAL,-0.0009432903981946879,0.005659742187676888,-0.033958453159643194,0.0,0.0009432903990428044,0.033958453159643194,0.00047166265184911817,0.016979854313719334
201_CT_2,THERMAL,-0.000948134573088705,0.005688807072866329,-0.03413284249814223,0.0,0.000948134573088705,0.03413284249814223,0.00047406729718658464,0.017066421622609157
