gen_id,gen_type,time,Z_row_sum,Z_row_abs_sum,Z_row_norm,Z_k0,Z_k1,Z_k2,Z_k3
101_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_CT_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_STEAM_3,THERMAL,2020-07-15 00:00:00,-0.02709461073267664,0.03944740519574328,0.027856660074986102,0.006176397231533324,-0.003934922657723238,-0.026752310543658474,-0.0025837747628282516
101_STEAM_4,THERMAL,2020-07-15 00:00:00,0.02887917409168809,0.040954510775099914,0.028975150742498852,-0.006037668341705913,0.003517268161417086,0.027901592617065395,0.003497981654911524
102_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102_CT_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102_STEAM_3,THERMAL,2020-07-15 00:00:00,-0.13933552417453737,0.13933552417453737,0.07460987733591808,-0.033693980810380886,-0.013689373461579724,-0.04883525725841231,-0.043116912644164465
102_STEAM_4,THERMAL,2020-07-15 00:00:00,-0.1452490794952054,0.1452490794952054,0.0777764089497325,-0.03512390319869496,-0.014270393869025899,-0.05090794610481586,-0.04494683632266868
107_CC_1,THERMAL,2020-07-15 00:00:00,1.6842036422851163e-08,1.6842036422851163e-08,8.424270505013069e-09,4.337814996091538e-09,4.2277814582547535e-09,4.020259680714844e-09,4.256180287790027e-09
113_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_CT_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_CT_3,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_CT_4,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_3,THERMAL,2020-07-15 00:00:00,2.8759554230907403e-08,3.088016902578342e-08,2.001346559637045e-08,6.996094148448151e-09,1.8120349998262952e-08,-1.0603073974380095e-09,4.703417481634308e-09
116_STEAM_1,THERMAL,2020-07-15 00:00:00,-0.4031328685629392,1.2146943535888268,0.6671767901624515,-0.11612881271923237,0.4057807425129438,-0.46259388104603794,-0.23019091731061267
118_CC_1,THERMAL,2020-07-15 00:00:00,4.8506066584734e-09,4.8506066584734e-09,2.49870198306341e-09,1.2024861106851858e-09,1.6817045533912278e-09,8.490204095323861e-10,1.1173955848646006e-09
122_WIND_1,WIND,2020-07-15 00:00:00,1.0,1.0,1.0,1.0,0.0,0.0,0.0
123_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_CT_4,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_CT_5,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
