gen_id,gen_type,time,Z_row_sum,Z_row_abs_sum,Z_row_norm,Z_k0,Z_k1,Z_k2,Z_k3
101_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_CT_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_STEAM_3,THERMAL,2020-07-15 00:00:00,-0.003970125315253791,0.003970125315253791,0.002085379545497629,-0.0011984385136972098,-0.0005062763739059293,-0.0013450669430017824,-0.0009203434846488692
101_STEAM_4,THERMAL,2020-07-15 00:00:00,-0.003970124534993965,0.003970124534993965,0.0020853791312414847,-0.0011984383118451947,-0.0005062762771360687,-0.0013450666376044309,-0.0009203433084082712
102_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102_CT_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102_STEAM_3,THERMAL,2020-07-15 00:00:00,-0.43802309374387716,0.43802309374387716,0.2280750321804882,-0.08135160903722188,-0.08202980092105056,-0.11544367873412842,-0.15919800505147633
102_STEAM_4,THERMAL,2020-07-15 00:00:00,-0.43802309374387716,0.43802309374387716,0.2280750321804882,-0.08135160903722188,-0.08202980092105056,-0.11544367873412842,-0.15919800505147633
107_CC_1,THERMAL,2020-07-15 00:00:00,2.5492916897827587e-09,2.5492916897827587e-09,1.3671378727128225e-09,8.836689158187028e-10,7.274407742841049e-10,7.129479229206481e-10,2.2523407675930298e-10
113_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_CT_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_CT_3,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113_CT_4,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_2,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115_STEAM_3,THERMAL,2020-07-15 00:00:00,-4.816680044470299e-09,4.816680044470299e-09,3.058111187565599e-09,-2.2015989031842764e-10,-8.094764858412873e-10,-1.0340244216422434e-09,-2.753019246668341e-09
116_STEAM_1,THERMAL,2020-07-15 00:00:00,-0.32825506894922263,0.32825506894922263,0.18509514891603507,-0.03770029586736989,-0.06430306864560908,-0.07369806806552592,-0.1525536363707177
118_CC_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122_WIND_1,WIND,2020-07-15 00:00:00,1.0,1.0,1.0,1.0,0.0,0.0,0.0
123_CT_1,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_CT_4,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_CT_5,THERMAL,2020-07-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123_STEAM_2,THERMAL,2020-07-15 00:00:00,-8.365041525937725e-10,1.5669369779292422e-09,1.1703832994799163e-09,3.556365202328493e-10,9.57989243488555e-12,-9.038902959446204e-11,-1.1113315356670453e-09
